air_temp_prev2,air_temp_prev1,air_temp,humidity_prev2,humidity_prev1,humidity,soil_moisture_prev2,soil_moisture_prev1,soil_moisture,leaf_temp_delta_prev2,leaf_temp_delta_prev1,leaf_temp_delta,future_label
27.0,29.1,33.6,64.1,54.0,50.2,57.7,48.1,48.3,1.0,3.9,3.5,future_root_zone_stress
28.9,33.8,35.2,55.9,52.4,39.5,60.7,40.7,23.8,1.4,3.4,4.7,future_water_stress
30.7,31.6,33.2,52.9,45.9,51.6,54.2,53.8,43.2,1.0,2.2,4.5,future_root_zone_stress
27.9,27.1,28.6,75.5,72.7,72.8,75.5,74.8,74.5,1.3,0.2,0.3,stable
30.7,30.0,34.5,64.4,48.0,38.2,62.9,41.4,33.2,1.5,3.0,4.8,future_water_stress
29.4,33.3,37.8,62.6,49.4,34.6,55.1,50.8,48.4,1.9,3.6,5.3,future_heat_stress
31.3,33.0,39.5,61.6,53.6,39.3,67.6,50.7,59.6,1.3,3.8,7.4,future_heat_stress
26.7,25.9,26.0,66.1,69.0,66.9,75.6,76.3,74.5,0.3,0.4,0.5,stable
28.5,32.1,39.7,61.9,50.7,34.7,67.8,61.0,47.3,2.3,3.6,5.9,future_heat_stress
28.0,33.0,38.8,61.0,54.8,27.5,68.7,61.9,45.3,1.1,4.9,7.8,future_heat_stress
30.1,31.0,31.9,56.1,54.6,47.3,50.9,53.0,48.4,2.6,2.7,4.3,future_root_zone_stress
31.8,34.5,38.2,55.5,46.5,26.3,63.4,54.0,58.6,1.4,4.6,7.4,future_heat_stress
31.6,34.4,36.2,61.1,50.2,28.2,66.3,59.7,59.0,1.5,4.4,6.4,future_heat_stress
28.4,32.8,31.6,51.7,51.3,47.6,51.6,51.9,44.3,1.6,3.2,3.9,future_root_zone_stress
30.1,29.1,29.5,52.5,48.5,52.5,50.4,49.5,46.0,2.1,3.0,5.0,future_root_zone_stress
29.9,35.3,39.9,59.8,45.5,26.3,62.6,63.8,50.0,1.7,3.6,7.3,future_heat_stress
25.6,24.9,26.1,74.2,76.4,76.2,75.1,75.6,73.2,1.9,1.9,0.9,stable
30.5,32.5,35.3,57.4,47.1,40.9,59.0,53.4,35.8,1.5,3.5,5.6,future_water_stress
30.3,30.0,34.9,58.7,46.6,42.2,60.1,42.6,21.7,1.9,2.9,4.1,future_water_stress
28.1,28.8,27.9,78.1,80.3,80.1,67.3,67.1,66.2,0.4,0.6,1.8,stable
28.6,35.1,39.1,56.0,49.6,33.1,65.4,56.1,51.0,2.3,3.7,7.9,future_heat_stress
31.1,33.8,34.2,63.0,51.2,38.0,57.8,42.5,21.2,1.3,2.4,5.8,future_water_stress
30.3,34.7,38.0,55.1,41.6,26.5,62.4,53.8,51.4,1.9,4.7,6.1,future_heat_stress
28.1,33.0,38.9,62.1,44.8,28.4,60.3,57.1,50.8,2.2,4.2,6.5,future_heat_stress
30.2,34.6,36.6,60.2,49.6,29.8,68.6,54.3,54.9,1.6,4.0,8.0,future_heat_stress
26.6,26.4,27.5,62.7,61.2,64.5,68.4,70.0,68.0,1.8,0.6,0.2,stable
30.1,32.1,30.7,63.8,49.9,40.6,56.9,53.4,49.1,1.5,2.7,3.5,future_root_zone_stress
29.6,31.9,34.1,61.6,48.8,39.9,56.8,46.0,30.3,1.5,2.5,4.6,future_water_stress
28.9,29.7,29.9,66.9,68.7,69.7,75.5,73.9,75.1,0.3,1.5,1.4,stable
29.6,35.3,38.8,64.8,47.3,38.9,57.8,56.7,49.8,2.5,5.0,6.4,future_heat_stress
27.2,28.2,33.7,60.6,46.6,47.7,55.9,50.0,46.9,2.1,2.4,4.9,future_root_zone_stress
29.3,35.1,37.4,60.5,44.9,30.3,61.8,52.9,46.4,2.6,3.2,6.8,future_heat_stress
31.8,34.2,37.0,55.0,40.7,35.8,63.8,60.5,55.8,2.1,4.0,6.7,future_heat_stress
29.8,33.8,37.9,57.0,42.4,34.8,66.4,59.6,56.3,2.3,3.1,7.0,future_heat_stress
31.7,34.5,37.9,57.7,44.0,32.0,60.9,53.7,50.0,2.6,4.7,7.3,future_heat_stress
27.6,31.1,31.4,64.2,59.5,43.3,58.0,53.3,48.6,2.9,2.6,3.7,future_root_zone_stress
29.0,30.2,34.9,63.3,47.7,38.7,64.6,44.7,26.3,1.4,2.9,5.5,future_water_stress
29.0,28.3,29.9,70.4,70.2,73.2,76.9,76.6,77.5,1.1,1.0,1.2,stable
27.1,27.0,27.5,78.7,78.9,79.5,62.7,62.7,61.4,0.0,0.2,1.7,stable
27.1,28.9,30.8,53.6,53.1,41.2,53.3,48.0,49.6,1.2,2.1,4.1,future_root_zone_stress
27.2,31.9,29.0,56.2,55.0,51.1,53.1,47.6,48.8,1.4,2.3,3.7,future_root_zone_stress
28.1,31.8,32.3,55.6,49.3,40.5,64.3,47.7,38.2,1.9,3.5,4.9,future_water_stress
31.8,32.4,32.2,55.1,49.1,36.3,60.1,42.3,37.9,2.0,2.2,5.4,future_water_stress
30.6,31.7,29.9,59.5,46.7,54.6,54.4,52.9,40.6,2.0,2.3,3.2,future_root_zone_stress
29.7,32.7,30.1,64.2,53.5,53.8,57.3,48.1,48.4,2.1,3.7,4.2,future_root_zone_stress
25.5,26.1,26.4,71.0,71.7,72.5,63.2,61.9,61.5,1.2,0.0,0.9,stable
27.6,27.1,27.1,76.8,73.9,77.9,62.6,63.3,61.0,1.2,1.8,1.5,stable
28.2,27.7,28.4,64.7,61.7,67.5,69.9,70.4,70.2,0.2,0.9,1.6,stable
28.8,32.8,39.7,59.9,46.4,39.9,67.5,60.9,54.0,2.7,3.4,6.2,future_heat_stress
27.3,28.3,30.5,57.0,46.7,48.7,56.5,53.3,40.3,1.1,2.6,4.5,future_root_zone_stress
29.4,30.1,29.5,62.0,58.5,52.0,54.8,47.8,47.4,2.5,3.4,4.9,future_root_zone_stress
29.1,28.3,30.0,72.3,73.6,71.2,75.4,74.6,75.5,1.9,1.3,0.5,stable
29.8,35.1,37.0,61.8,52.5,30.0,60.1,64.9,53.0,2.1,3.2,7.9,future_heat_stress
28.9,32.8,30.0,61.6,48.4,50.3,54.8,51.6,48.7,1.6,3.2,4.6,future_root_zone_stress
27.8,27.0,27.1,63.3,61.0,61.0,62.0,61.7,63.5,0.1,0.0,0.8,stable
30.3,30.7,33.2,55.3,49.4,36.7,55.6,52.5,32.6,1.1,2.6,5.9,future_water_stress
30.3,33.1,37.6,56.4,53.1,33.7,67.2,58.8,54.6,1.4,3.7,5.5,future_heat_stress
30.2,30.1,33.4,55.7,54.8,44.4,63.1,52.8,25.2,1.5,3.5,5.7,future_water_stress
28.2,33.3,34.1,59.1,47.6,40.1,63.2,52.1,36.6,1.1,2.1,4.7,future_water_stress
28.7,29.0,28.6,68.9,69.6,67.9,61.0,59.2,62.0,0.9,1.4,1.3,stable
31.1,28.6,31.6,50.9,52.2,46.5,57.4,47.8,40.3,2.1,2.0,3.9,future_root_zone_stress
31.7,31.4,34.9,62.6,49.9,41.0,62.2,50.7,31.6,1.5,2.8,4.3,future_water_stress
30.2,33.1,37.8,55.4,54.6,38.8,56.4,52.4,57.9,2.5,3.0,7.9,future_heat_stress
30.5,32.7,33.1,63.5,45.1,53.3,51.6,52.6,48.7,2.0,4.0,3.0,future_root_zone_stress
29.8,31.2,32.6,55.0,51.8,36.2,63.6,49.1,37.0,1.9,2.3,4.4,future_water_stress
31.4,33.8,35.5,60.8,47.8,40.0,61.9,52.8,37.0,1.2,2.4,5.5,future_water_stress
28.3,31.0,34.9,58.0,46.4,41.1,63.2,42.9,22.4,1.5,3.8,5.5,future_water_stress
29.9,30.3,33.3,54.9,57.3,53.9,50.2,47.6,45.9,1.9,3.5,4.7,future_root_zone_stress
29.2,29.3,32.9,55.5,52.5,43.5,54.9,45.7,44.3,1.8,2.6,4.5,future_root_zone_stress
26.4,25.4,26.4,61.5,63.7,63.1,74.1,74.8,74.8,1.7,1.4,0.4,stable
26.9,27.6,27.4,71.3,70.1,72.1,75.3,74.6,76.0,1.6,1.6,0.5,stable
31.8,34.7,39.5,57.2,43.7,39.9,68.1,58.6,50.3,1.7,3.1,5.1,future_heat_stress
28.7,34.1,39.8,61.4,52.8,35.2,61.6,57.3,47.4,2.5,3.2,6.5,future_heat_stress
27.9,27.5,26.9,62.2,60.7,62.9,79.5,78.2,80.9,0.9,0.1,0.2,stable
30.7,32.8,33.6,60.1,53.4,51.9,51.5,49.8,41.1,1.7,2.1,4.8,future_root_zone_stress
26.7,27.2,27.1,67.9,66.8,66.7,73.0,72.9,71.3,0.9,1.0,1.9,stable
31.9,32.2,35.3,56.6,50.8,37.9,58.5,50.1,38.2,1.3,3.1,4.2,future_water_stress
30.6,33.8,35.3,56.6,52.9,42.0,64.6,41.5,37.2,1.7,3.7,5.9,future_water_stress
28.6,28.0,28.2,71.9,74.5,72.1,64.9,63.8,66.0,1.2,1.5,1.4,stable
29.9,29.8,29.7,67.9,67.8,69.0,66.4,64.7,66.8,0.0,0.6,0.5,stable
31.0,32.6,32.1,63.4,49.3,41.3,57.6,40.2,31.3,1.3,3.9,5.7,future_water_stress
29.1,31.4,33.7,57.1,54.4,40.5,61.7,49.8,37.4,1.5,3.6,4.7,future_water_stress
31.3,34.6,37.0,55.2,42.3,26.5,62.7,54.8,54.1,2.0,3.7,6.0,future_heat_stress
27.5,27.6,28.3,73.3,72.1,70.7,72.8,74.7,71.5,0.6,1.0,0.4,stable
27.7,30.7,31.5,50.3,57.6,53.1,59.4,50.9,42.4,2.9,2.7,3.3,future_root_zone_stress
28.0,32.3,33.0,56.6,48.0,42.6,61.8,53.7,34.8,1.1,2.3,5.3,future_water_stress
29.1,32.9,39.2,64.3,46.9,36.6,61.6,61.1,45.8,2.9,3.1,7.3,future_heat_stress
29.1,33.2,36.5,58.9,48.6,30.0,68.4,51.0,56.3,2.1,4.4,7.6,future_heat_stress
31.5,33.2,37.7,57.0,50.8,30.6,59.4,58.0,54.2,2.8,3.2,5.1,future_heat_stress
25.6,26.6,25.7,68.5,69.4,71.5,65.1,66.1,63.2,2.0,0.9,0.5,stable
31.1,28.9,33.1,59.5,53.3,40.5,59.5,50.2,44.2,2.3,2.1,3.1,future_root_zone_stress
31.5,28.9,32.3,57.8,48.4,52.4,52.3,46.5,44.2,2.7,3.4,3.9,future_root_zone_stress
29.3,33.5,34.0,56.6,48.4,38.0,61.2,42.6,34.4,1.7,2.6,6.0,future_water_stress
30.4,32.8,38.5,61.2,49.2,25.5,55.5,63.3,51.3,1.8,4.4,7.5,future_heat_stress
27.1,27.6,26.3,64.6,64.8,64.3,69.6,69.1,69.8,1.5,1.4,0.2,stable
27.0,27.2,27.2,70.0,67.2,67.1,62.0,60.5,60.1,1.6,1.5,1.6,stable
28.4,30.1,35.2,57.2,49.6,37.3,60.7,46.6,21.0,1.7,2.3,4.0,future_water_stress
29.0,31.4,32.4,64.4,50.9,44.4,63.9,44.2,24.2,1.5,2.8,5.7,future_water_stress
25.3,24.5,24.6,78.2,78.8,77.7,62.6,61.3,62.7,1.4,1.2,0.9,stable
30.1,33.0,33.9,58.9,50.2,36.6,62.5,52.0,38.3,2.0,3.6,5.0,future_water_stress
30.0,32.6,37.5,58.1,45.7,38.5,58.1,59.5,58.6,2.5,4.2,6.2,future_heat_stress
29.5,30.2,30.3,73.3,74.0,74.9,63.1,61.1,61.1,1.3,0.6,0.1,stable
30.2,28.5,30.2,54.6,49.1,42.0,54.8,46.8,47.8,2.9,3.5,5.0,future_root_zone_stress
30.6,33.9,33.9,64.5,54.9,36.7,60.7,49.6,23.8,1.6,2.8,4.1,future_water_stress
30.1,33.9,35.3,64.3,45.2,41.1,61.3,49.3,31.8,1.0,2.6,5.5,future_water_stress
28.2,34.6,39.5,61.8,44.4,38.8,57.0,58.7,48.0,2.6,4.5,5.4,future_heat_stress
30.8,30.4,35.4,55.8,50.6,35.8,61.0,54.8,24.6,1.4,4.0,5.6,future_water_stress
30.4,31.4,31.5,50.6,56.9,41.1,52.6,47.0,42.1,1.2,2.4,4.5,future_root_zone_stress
31.2,33.7,34.1,64.3,45.5,35.8,56.7,54.9,21.0,1.9,2.5,4.6,future_water_stress
30.7,32.3,33.7,56.6,45.6,43.7,64.7,48.9,27.2,1.7,3.5,4.5,future_water_stress
28.1,29.1,29.8,55.3,48.3,41.7,53.0,53.5,44.9,2.2,3.3,4.7,future_root_zone_stress
29.4,32.2,39.2,57.1,44.1,32.0,56.8,60.7,52.5,2.4,4.3,7.3,future_heat_stress
31.5,32.8,34.7,58.8,52.4,39.9,59.5,46.3,25.2,1.9,4.0,4.2,future_water_stress
25.4,25.8,25.9,75.8,75.3,75.6,63.4,65.2,65.3,0.0,0.6,1.1,stable
30.7,32.4,36.4,56.1,52.6,32.3,65.0,52.6,56.4,2.4,4.7,6.4,future_heat_stress
29.1,35.0,37.2,55.3,41.8,30.1,60.4,52.3,59.2,2.8,4.1,5.5,future_heat_stress
28.6,30.8,33.5,57.8,48.8,41.9,64.8,49.1,32.4,1.6,2.7,4.5,future_water_stress
28.6,35.0,39.2,60.9,54.4,27.3,61.8,61.8,49.1,2.6,3.7,7.8,future_heat_stress
28.3,35.5,37.2,63.6,43.0,27.6,61.5,60.5,49.5,1.1,3.2,7.5,future_heat_stress
27.3,27.5,26.8,61.9,62.4,60.5,69.8,68.4,68.0,1.2,1.7,1.1,stable
29.5,34.0,37.7,57.8,50.7,38.4,65.4,61.6,54.4,1.8,4.3,5.1,future_heat_stress
31.5,33.4,34.2,63.7,49.7,38.5,58.2,51.3,21.5,1.6,3.3,4.4,future_water_stress
29.9,32.9,29.1,50.1,59.7,46.5,54.2,53.4,48.6,1.4,2.4,4.5,future_root_zone_stress
29.5,31.4,34.7,55.3,49.2,40.2,63.9,45.3,35.1,1.8,3.6,5.0,future_water_stress
29.4,35.3,38.0,64.1,51.8,38.2,64.7,58.8,45.8,2.2,3.7,5.9,future_heat_stress
27.7,28.3,31.6,54.2,52.1,42.7,51.3,48.3,45.3,2.2,3.1,3.7,future_root_zone_stress
30.8,30.6,35.5,55.4,50.8,38.6,59.7,50.5,28.9,1.9,3.8,5.5,future_water_stress
28.0,28.7,27.9,62.7,63.8,60.0,61.5,60.5,60.9,0.6,0.5,0.8,stable
30.0,28.2,33.9,53.9,56.2,50.3,54.3,45.9,40.8,1.8,3.5,3.2,future_root_zone_stress
28.7,33.5,37.7,60.4,45.8,35.5,60.3,54.2,49.2,2.2,4.0,5.0,future_heat_stress
26.1,26.3,25.5,60.5,57.8,59.5,60.3,58.9,59.5,0.9,0.3,1.4,stable
30.9,32.6,38.0,61.8,53.7,31.0,59.3,62.7,45.7,1.9,3.9,5.2,future_heat_stress
27.4,28.4,29.1,50.4,51.0,47.9,53.7,52.0,50.0,1.9,2.3,4.0,future_root_zone_stress
29.7,32.2,32.6,56.5,53.6,39.7,58.6,53.1,36.9,1.5,3.7,5.4,future_water_stress
31.5,30.8,32.5,63.4,47.6,37.5,58.6,49.5,21.4,1.0,2.4,5.2,future_water_stress
28.7,31.4,35.1,62.5,46.7,35.1,55.7,48.9,36.3,1.1,2.5,5.1,future_water_stress
29.2,32.0,33.4,60.5,56.4,50.0,52.8,46.0,40.9,1.8,3.8,4.9,future_root_zone_stress
28.5,27.5,27.8,64.2,65.9,64.2,72.0,73.4,71.4,1.5,0.2,1.3,stable
29.5,28.5,30.4,71.3,74.1,73.8,63.1,65.1,61.8,0.9,0.1,0.7,stable
29.4,35.1,39.5,58.7,54.4,28.5,58.3,52.5,47.5,2.2,3.5,5.6,future_heat_stress
29.7,29.0,29.0,79.7,82.1,77.7,70.8,70.8,69.2,1.7,1.9,1.8,stable
30.8,35.1,38.6,55.5,41.3,32.3,61.1,60.6,46.4,1.9,3.2,6.6,future_heat_stress
28.8,33.4,39.9,64.8,53.6,29.5,59.6,63.6,56.8,1.6,4.3,7.7,future_heat_stress
30.7,32.0,34.0,60.1,49.1,42.8,60.4,48.2,31.8,1.0,2.6,4.2,future_water_stress
27.9,27.7,28.7,78.3,75.4,78.4,74.2,75.4,74.8,1.7,0.8,1.5,stable
30.6,31.1,31.3,56.2,59.4,51.5,51.7,47.2,45.5,3.0,3.4,4.8,future_root_zone_stress
29.5,33.4,33.6,56.7,46.9,40.0,60.0,43.6,34.2,1.3,3.3,4.9,future_water_stress
29.0,30.5,35.9,61.5,46.3,39.0,57.7,42.3,35.9,1.1,3.0,5.2,future_water_stress
31.0,30.5,30.7,62.5,50.1,47.0,55.5,53.4,49.6,1.5,2.4,4.8,future_root_zone_stress
30.3,32.5,36.7,59.9,48.2,32.1,60.8,57.4,52.7,1.9,4.3,7.5,future_heat_stress
31.4,29.1,30.5,53.4,46.5,43.9,52.8,50.1,41.8,1.3,3.1,4.7,future_root_zone_stress
30.5,31.5,34.6,64.1,47.5,36.8,57.1,45.7,28.5,1.8,2.7,5.8,future_water_stress
30.4,30.6,33.9,61.3,51.7,40.6,64.3,46.2,26.0,1.8,3.0,4.4,future_water_stress
29.0,30.4,32.3,60.0,45.9,46.3,56.9,54.1,47.7,2.1,3.3,4.6,future_root_zone_stress
28.9,31.9,33.6,51.1,51.2,46.3,54.5,45.9,40.2,2.6,3.2,3.0,future_root_zone_stress
29.2,29.7,29.1,74.9,74.1,74.5,70.2,71.9,70.6,1.9,0.5,0.3,stable
28.2,31.7,33.6,59.4,52.5,36.5,64.7,43.9,37.0,1.7,2.3,5.7,future_water_stress
29.4,28.2,33.3,60.9,48.6,44.0,59.0,53.4,43.4,1.5,3.3,4.5,future_root_zone_stress
27.6,28.5,27.9,68.8,70.6,70.3,77.3,77.7,78.8,1.5,1.3,1.0,stable
29.7,34.9,37.1,63.3,47.8,34.1,66.7,53.2,49.9,2.1,3.5,7.6,future_heat_stress
27.6,32.0,31.5,54.6,49.8,43.1,54.8,49.5,48.6,1.7,4.0,3.9,future_root_zone_stress
27.0,30.6,32.8,55.4,50.8,43.3,50.2,46.7,40.7,2.0,2.8,4.8,future_root_zone_stress
27.2,26.3,26.7,68.7,67.6,71.0,76.3,74.6,78.1,1.3,0.0,0.7,stable
28.4,33.5,35.5,60.2,50.8,35.1,62.4,51.0,34.6,1.4,3.1,4.8,future_water_stress
30.2,34.8,36.5,62.8,54.6,28.1,62.3,50.6,59.0,1.4,4.1,5.4,future_heat_stress
29.6,32.6,35.4,55.5,49.8,36.4,61.1,52.7,26.6,1.6,3.4,5.7,future_water_stress
29.3,28.5,30.2,68.1,67.8,68.4,63.5,64.1,63.5,1.3,1.1,1.9,stable
29.8,29.4,29.0,61.1,61.3,61.8,63.7,62.0,63.1,0.1,1.9,0.2,stable
31.7,32.6,35.7,59.4,49.0,36.2,58.0,54.9,38.6,1.0,2.3,5.6,future_water_stress
29.5,34.0,32.9,61.2,48.9,36.0,64.7,42.0,26.6,1.8,2.9,4.6,future_water_stress
29.8,32.6,39.4,61.7,52.9,28.2,55.8,51.8,59.4,2.0,4.0,5.4,future_heat_stress
28.4,30.1,32.7,55.7,46.7,51.3,51.9,53.5,48.3,1.1,3.8,3.7,future_root_zone_stress
30.6,34.8,37.1,64.4,52.8,28.0,57.7,60.7,59.6,2.7,3.6,6.0,future_heat_stress
31.4,30.2,35.2,58.0,45.4,36.5,58.3,53.0,21.0,1.2,3.0,5.7,future_water_stress
29.6,30.0,32.7,63.3,52.3,43.1,60.1,43.3,37.9,1.0,3.4,5.1,future_water_stress
31.3,30.7,33.1,61.7,53.8,41.4,62.3,51.2,26.3,1.2,3.7,5.5,future_water_stress
28.0,34.6,38.8,57.2,49.0,35.0,62.9,54.8,47.2,3.0,3.3,6.0,future_heat_stress
26.9,26.0,27.4,66.0,67.7,66.6,70.7,70.4,68.7,0.4,1.4,0.2,stable
30.6,28.3,31.1,61.6,46.8,41.0,53.4,49.2,49.7,2.4,2.8,3.3,future_root_zone_stress
26.6,27.6,26.4,73.9,76.2,76.7,69.3,69.4,67.9,1.4,1.4,1.1,stable
27.6,27.1,27.2,70.1,68.6,67.7,74.3,73.4,74.2,1.8,1.4,1.4,stable
29.1,28.3,29.9,79.8,80.7,77.2,72.5,70.9,71.9,0.1,1.5,0.3,stable
30.0,35.1,38.8,60.7,43.9,26.8,63.6,54.3,53.3,2.6,4.7,7.1,future_heat_stress
30.3,33.5,39.1,60.9,49.9,25.1,67.6,54.7,45.2,1.4,3.7,5.6,future_heat_stress
32.0,29.4,33.3,62.3,51.0,47.3,57.0,52.0,42.4,2.1,2.4,4.4,future_root_zone_stress
31.6,33.2,38.0,58.5,40.3,27.7,66.1,62.4,47.5,2.1,4.8,6.5,future_heat_stress
31.9,31.7,34.1,56.7,48.4,44.5,55.2,51.6,22.5,1.7,3.8,4.6,future_water_stress
30.0,32.7,39.7,63.6,41.3,28.2,68.6,59.9,52.0,1.6,4.3,7.8,future_heat_stress
29.0,32.4,39.8,64.4,50.0,39.5,62.6,60.7,57.9,3.0,3.7,5.4,future_heat_stress
29.9,30.7,29.0,61.8,61.7,60.6,64.4,66.1,65.9,0.1,1.4,0.5,stable
28.2,32.9,32.9,63.5,58.8,50.5,58.7,50.8,43.8,2.1,2.1,4.3,future_root_zone_stress
29.3,32.9,33.2,55.4,51.3,42.5,55.5,54.9,35.4,1.2,2.5,4.5,future_water_stress
30.8,32.0,32.2,55.6,47.0,35.9,63.7,45.0,20.4,2.0,3.7,5.2,future_water_stress
29.8,32.8,37.4,60.4,43.7,29.3,66.1,54.5,49.8,1.8,4.0,6.5,future_heat_stress
31.2,32.9,34.2,55.1,54.2,42.7,61.7,41.1,32.1,1.5,3.8,5.3,future_water_stress
31.2,29.5,29.5,56.1,49.8,52.6,51.5,48.2,49.9,1.0,2.6,3.7,future_root_zone_stress
27.2,29.4,29.7,63.0,53.6,44.5,54.7,48.5,44.8,2.5,3.5,4.2,future_root_zone_stress
31.6,31.8,29.6,54.9,49.3,48.8,58.9,46.9,40.4,2.1,2.7,4.8,future_root_zone_stress
31.3,31.9,32.4,57.8,54.7,44.5,53.8,45.2,40.4,2.9,3.8,3.3,future_root_zone_stress
29.4,29.0,29.8,64.6,67.5,65.2,79.1,80.9,77.3,1.2,0.2,1.9,stable
26.1,26.3,26.7,64.1,62.5,63.6,63.0,64.3,61.3,1.4,1.0,0.5,stable
27.0,26.9,26.4,64.0,65.1,66.1,74.8,76.5,74.0,2.0,2.0,0.3,stable
27.0,27.2,28.0,76.6,75.2,74.3,79.2,79.7,78.6,0.8,1.2,1.7,stable
31.9,32.7,30.7,61.2,45.5,53.1,51.1,46.0,48.2,2.7,2.4,4.8,future_root_zone_stress
29.0,31.0,32.5,59.4,53.0,45.8,59.9,45.3,44.1,1.4,3.3,4.8,future_root_zone_stress
29.6,35.6,36.1,57.3,53.3,32.8,61.7,54.9,52.6,2.2,3.4,6.6,future_heat_stress
31.0,31.5,33.0,64.2,55.6,43.7,55.8,50.1,47.4,1.1,2.1,4.3,future_root_zone_stress
31.0,33.2,35.9,64.8,48.1,43.7,55.4,45.8,39.5,1.9,3.9,5.1,future_water_stress
29.9,33.9,35.9,55.8,46.0,44.5,55.2,43.8,26.7,1.4,3.2,5.2,future_water_stress
28.9,28.6,28.3,77.5,76.8,78.5,75.8,75.3,77.0,0.3,0.3,1.9,stable
28.6,31.0,34.3,57.3,47.8,39.9,64.2,40.2,24.3,1.3,3.0,4.2,future_water_stress
28.2,30.3,35.8,58.2,48.6,44.8,61.2,40.3,24.8,1.3,3.2,4.7,future_water_stress
28.3,34.8,40.0,60.6,42.5,34.3,55.3,59.4,58.2,2.1,3.1,7.9,future_heat_stress
28.5,30.4,34.4,59.7,46.4,37.0,58.1,49.7,31.5,1.0,2.5,5.8,future_water_stress
29.0,29.6,28.7,60.8,61.6,59.2,71.2,70.0,70.0,0.6,1.9,0.4,stable
25.1,24.6,25.1,67.4,66.7,65.7,70.1,70.8,69.2,0.2,1.1,1.3,stable
28.9,31.6,29.4,50.2,58.3,54.7,59.5,49.7,44.9,2.5,3.5,3.3,future_root_zone_stress
30.9,30.5,35.1,61.6,49.0,41.5,60.2,45.9,35.3,1.2,3.1,5.1,future_water_stress
31.2,33.4,34.5,63.4,47.5,42.6,58.4,42.8,38.6,1.8,3.6,4.1,future_water_stress
28.9,28.5,32.5,52.8,60.0,54.8,59.3,50.9,44.6,2.9,3.9,3.8,future_root_zone_stress
29.9,32.3,37.6,60.9,48.2,35.6,61.1,56.8,48.1,2.3,4.8,6.4,future_heat_stress
30.3,32.1,32.7,60.7,52.2,41.3,55.5,48.7,31.5,1.6,2.5,4.5,future_water_stress
30.7,31.3,31.8,53.2,46.8,54.4,54.4,50.3,43.4,1.6,2.1,4.7,future_root_zone_stress
29.7,31.4,35.9,59.0,51.0,42.9,59.8,48.8,25.8,1.2,3.4,5.2,future_water_stress
29.3,31.6,33.6,59.5,53.6,41.5,60.9,53.0,21.1,1.3,3.4,5.4,future_water_stress
31.7,32.0,32.0,57.8,57.2,51.1,58.4,47.8,49.5,1.7,3.5,3.5,future_root_zone_stress
30.0,30.2,33.7,55.8,48.5,44.5,63.9,49.1,26.9,1.1,3.1,5.4,future_water_stress
31.6,31.3,34.3,64.0,51.7,37.1,60.9,40.4,29.6,1.8,2.9,5.9,future_water_stress
26.4,27.1,25.5,66.3,69.3,67.4,71.9,71.6,73.4,0.2,1.3,0.4,stable
26.6,27.6,26.5,74.9,74.4,77.6,74.6,73.6,74.5,0.1,0.8,1.9,stable
26.4,26.3,25.9,75.5,77.6,78.0,77.8,76.8,77.7,1.6,0.1,0.2,stable
28.0,28.4,27.8,74.1,76.2,74.6,70.8,71.9,70.9,1.2,1.5,0.3,stable
25.0,24.6,24.4,68.0,67.4,70.6,76.1,76.8,76.1,1.6,0.9,1.5,stable
31.0,33.6,40.0,55.8,47.2,38.7,55.1,63.5,59.0,2.1,4.2,7.3,future_heat_stress
31.4,29.3,33.9,58.9,47.9,53.6,53.2,53.9,42.9,2.9,2.9,4.5,future_root_zone_stress
31.6,33.1,33.1,61.2,47.8,36.2,62.1,52.7,21.7,1.5,3.8,5.5,future_water_stress
31.9,31.1,34.8,63.5,53.8,37.6,61.4,43.5,30.1,1.4,3.6,4.2,future_water_stress
29.7,29.5,30.5,70.1,67.8,69.6,63.0,63.4,64.6,0.1,1.0,1.9,stable
28.6,30.3,34.1,55.9,48.3,43.7,63.9,46.4,23.4,1.4,2.5,4.3,future_water_stress
30.4,30.7,33.1,60.2,48.5,45.9,50.5,52.7,47.2,1.0,2.2,4.5,future_root_zone_stress
28.4,32.3,33.3,64.0,54.0,52.9,55.1,51.5,48.8,1.8,2.8,4.1,future_root_zone_stress
28.6,27.8,27.7,63.0,65.6,64.5,65.8,66.4,65.7,1.1,0.7,1.9,stable
29.7,29.4,29.6,50.4,48.4,43.9,54.5,50.5,48.0,2.1,3.1,4.7,future_root_zone_stress
31.1,29.2,32.4,60.6,50.0,52.8,52.6,47.5,45.7,1.8,2.0,4.5,future_root_zone_stress
28.8,30.6,35.8,62.1,51.7,38.5,56.5,52.3,32.6,2.0,2.3,4.1,future_water_stress
28.4,30.7,35.4,58.0,53.4,43.6,62.9,43.7,29.7,1.9,2.1,5.4,future_water_stress
28.2,35.7,39.9,58.9,53.4,39.6,59.2,54.9,56.2,2.4,4.7,5.2,future_heat_stress
29.4,28.9,31.1,53.4,46.6,46.3,51.3,46.6,44.5,1.2,3.2,3.0,future_root_zone_stress
31.7,31.6,35.3,64.3,47.5,36.2,62.8,52.7,26.5,1.1,3.5,5.3,future_water_stress
31.7,33.9,34.8,58.1,54.8,35.1,60.3,42.6,38.8,1.6,3.6,4.2,future_water_stress
26.3,26.4,27.2,61.5,60.4,60.2,67.0,67.7,67.0,0.3,0.1,0.9,stable
31.3,32.1,35.6,57.2,46.1,39.9,62.4,53.5,20.7,1.8,2.6,4.2,future_water_stress
